Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
Location 2,-109.089,33.362,6581,1/14/20,0,30.1,41.1,52.2
Location 2,-109.089,33.362,6581,1/15/20,0,34.3,45.2,56
Location 2,-109.089,33.362,6581,1/16/20,0,37.2,47,56.8
Location 2,-109.089,33.362,6581,1/17/20,0.63,34.6,41.2,47.9
Location 2,-109.089,33.362,6581,1/18/20,0,29.4,37.9,46.5
Location 2,-109.089,33.362,6581,1/19/20,0,30.7,42.6,54.5
Location 2,-109.089,33.362,6581,1/20/20,0,34.8,45,55.2
Location 2,-109.089,33.362,6581,1/21/20,0,37.2,43.9,50.7
Location 2,-109.089,33.362,6581,1/22/20,0.25,35.5,37.9,40.4
Location 2,-109.089,33.362,6581,1/23/20,0,33.5,40.5,47.4
Location 2,-109.089,33.362,6581,1/24/20,0,32,43.6,55.1
Location 2,-109.089,33.362,6581,1/25/20,0,31.9,42.9,53.8
Location 2,-109.089,33.362,6581,1/26/20,0,32.3,44.1,55.9
Location 2,-109.089,33.362,6581,1/27/20,0,34.8,45.8,56.8
Location 2,-109.089,33.362,6581,1/28/20,0,30.1,39.3,48.5
Location 2,-109.089,33.362,6581,1/29/20,0,25.5,39.3,53.1
Location 2,-109.089,33.362,6581,1/30/20,0,30.2,40.3,50.4
Location 2,-109.089,33.362,6581,1/31/20,0,26.4,37.9,49.4
Location 2,-109.089,33.362,6581,2/1/20,0,28.2,40.5,52.8
Location 2,-109.089,33.362,6581,2/2/20,0,35.1,48.7,62.3
Location 2,-109.089,33.362,6581,2/3/20,0,36.2,48.2,60.1
Location 2,-109.089,33.362,6581,2/4/20,0.04,25.4,38.2,51
Location 2,-109.089,33.362,6581,2/5/20,0,16.9,26.1,35.3
Location 2,-109.089,33.362,6581,2/6/20,0,14.6,24.7,34.8
Location 2,-109.089,33.362,6581,2/7/20,0.03,21.9,35.3,48.7
Location 2,-109.089,33.362,6581,2/8/20,0,30.4,44.1,57.9
Location 2,-109.089,33.362,6581,2/9/20,0,35.6,48.9,62.3
Location 2,-109.089,33.362,6581,2/10/20,0.02,32.4,43.4,54.5
Location 2,-109.089,33.362,6581,2/11/20,0.41,34,43.1,52.2
Location 2,-109.089,33.362,6581,2/12/20,0.51,27.7,35,42.3
Location 2,-109.089,33.362,6581,2/13/20,0.02,23.4,34.6,45.8
Location 2,-109.089,33.362,6581,2/14/20,0,25.9,38.7,51.5
Location 2,-109.089,33.362,6581,2/15/20,0,29.8,41.4,53
Location 2,-109.089,33.362,6581,2/16/20,0,31.9,44.2,56.4
Location 2,-109.089,33.362,6581,2/17/20,0,36.1,48.8,61.5
Location 2,-109.089,33.362,6581,2/18/20,0,35.4,46.9,58.4
Location 2,-109.089,33.362,6581,2/19/20,0,34.4,46.7,58.9
Location 2,-109.089,33.362,6581,2/20/20,0,36.9,48.1,59.3
Location 2,-109.089,33.362,6581,2/21/20,0.01,33.2,45.5,57.9
Location 2,-109.089,33.362,6581,2/22/20,0.06,34.1,40.5,46.8
Location 2,-109.089,33.362,6581,2/23/20,0.76,36.2,41.3,46.4
Location 2,-109.089,33.362,6581,2/24/20,0.12,31.2,35.9,40.6
Location 2,-109.089,33.362,6581,2/25/20,0,29.4,42,54.5
Location 2,-109.089,33.362,6581,2/26/20,0,21.8,30.5,39.3
Location 2,-109.089,33.362,6581,2/27/20,0.05,21.1,33.9,46.7
Location 2,-109.089,33.362,6581,2/28/20,0.03,31.7,44.6,57.5
Location 2,-109.089,33.362,6581,2/29/20,0,36,46.2,56.4
Location 2,-109.089,33.362,6581,3/1/20,0,37.1,47.6,58
Location 2,-109.089,33.362,6581,3/2/20,0,34.9,44.4,53.9
Location 2,-109.089,33.362,6581,3/3/20,0,32.4,42.3,52.2
Location 2,-109.089,33.362,6581,3/4/20,0,33.7,44,54.3
Location 2,-109.089,33.362,6581,3/5/20,0,33,47,61.1
Location 2,-109.089,33.362,6581,3/6/20,0,36.6,49.4,62.2
Location 2,-109.089,33.362,6581,3/7/20,0.01,40.5,49.2,58
Location 2,-109.089,33.362,6581,3/8/20,0,41.4,52.1,62.9
Location 2,-109.089,33.362,6581,3/9/20,0.13,35.4,43.7,52
Location 2,-109.089,33.362,6581,3/10/20,0,32.1,44.9,57.7
Location 2,-109.089,33.362,6581,3/11/20,0.22,41.3,48.7,56.1
Location 2,-109.089,33.362,6581,3/12/20,0.26,45.7,52.7,59.8
Location 2,-109.089,33.362,6581,3/13/20,0.21,44.2,48.3,52.5
Location 2,-109.089,33.362,6581,3/14/20,0.11,34,41,47.9
Location 2,-109.089,33.362,6581,3/15/20,0,31,42.6,54.1
Location 2,-109.089,33.362,6581,3/16/20,0,37.4,49.1,60.8
Location 2,-109.089,33.362,6581,3/17/20,0,37,49.1,61.2
Location 2,-109.089,33.362,6581,3/18/20,0.02,39.8,50.3,60.7
Location 2,-109.089,33.362,6581,3/19/20,0.84,31.5,38.8,46.1
Location 2,-109.089,33.362,6581,3/20/20,0.23,28.7,37.3,45.9
Location 2,-109.089,33.362,6581,3/21/20,0.08,27.8,40.6,53.3
Location 2,-109.089,33.362,6581,3/22/20,0,36.8,47.6,58.3
Location 2,-109.089,33.362,6581,3/23/20,0.01,35.1,46.4,57.7
Location 2,-109.089,33.362,6581,3/24/20,0,36.9,46.5,56.1
Location 2,-109.089,33.362,6581,3/25/20,0,34.8,47.5,60.2
Location 2,-109.089,33.362,6581,3/26/20,0,37.3,51.7,66.1
Location 2,-109.089,33.362,6581,3/27/20,0,36.8,45.9,55
Location 2,-109.089,33.362,6581,3/28/20,0,26.4,34.5,42.6
Location 2,-109.089,33.362,6581,3/29/20,0,24.9,38.9,52.9
Location 2,-109.089,33.362,6581,3/30/20,0,35.4,46.1,56.8
Location 2,-109.089,33.362,6581,3/31/20,0,33.9,47.2,60.5
Location 2,-109.089,33.362,6581,4/1/20,0,39.6,52.7,65.7
Location 2,-109.089,33.362,6581,4/2/20,0,43.6,55.2,66.7
Location 2,-109.089,33.362,6581,4/3/20,0,39.9,52.1,64.4
Location 2,-109.089,33.362,6581,4/4/20,0,38.3,51.4,64.4
Location 2,-109.089,33.362,6581,4/5/20,0,38.6,51.3,64
Location 2,-109.089,33.362,6581,4/6/20,0,38.9,51.5,64.1
Location 2,-109.089,33.362,6581,4/7/20,0,40.4,52.4,64.4
Location 2,-109.089,33.362,6581,4/8/20,0,39.4,52.6,65.8
Location 2,-109.089,33.362,6581,4/9/20,0,42.4,54.2,66
Location 2,-109.089,33.362,6581,4/10/20,0,38.5,50,61.5
Location 2,-109.089,33.362,6581,4/11/20,0,37.1,49.9,62.6
Location 2,-109.089,33.362,6581,4/12/20,0,34.5,45.3,56
Location 2,-109.089,33.362,6581,4/13/20,0,36,45.9,55.9
Location 2,-109.089,33.362,6581,4/14/20,0.14,32.5,42.8,53.1
Location 2,-109.089,33.362,6581,4/15/20,0,30,42.5,55.1
Location 2,-109.089,33.362,6581,4/16/20,0,33.1,47.5,62
Location 2,-109.089,33.362,6581,4/17/20,0,40.2,53.5,66.8
Location 2,-109.089,33.362,6581,4/18/20,0,40.7,53.9,67.1
Location 2,-109.089,33.362,6581,4/19/20,0,38.9,49.8,60.8
Location 2,-109.089,33.362,6581,4/20/20,0,37.1,51.2,65.3
Location 2,-109.089,33.362,6581,4/21/20,0,44.2,56,67.9
Location 2,-109.089,33.362,6581,4/22/20,0,41.2,54,66.9
Location 2,-109.089,33.362,6581,4/23/20,0,40.8,54.3,67.7
Location 2,-109.089,33.362,6581,4/24/20,0,45.5,59.1,72.7
Location 2,-109.089,33.362,6581,4/25/20,0,48.3,62.6,76.9
Location 2,-109.089,33.362,6581,4/26/20,0,51.1,64.8,78.4
Location 2,-109.089,33.362,6581,4/27/20,0,53.7,68,82.4
Location 2,-109.089,33.362,6581,4/28/20,0,54.8,66.5,78.2
Location 2,-109.089,33.362,6581,4/29/20,0,53.3,67.2,81.1
Location 2,-109.089,33.362,6581,4/30/20,0,57.1,70.1,83.2
Location 2,-109.089,33.362,6581,5/1/20,0,56.6,69.4,82.2
Location 2,-109.089,33.362,6581,5/2/20,0,54.1,67.5,80.9
Location 2,-109.089,33.362,6581,5/3/20,0,55.1,67.2,79.3
Location 2,-109.089,33.362,6581,5/4/20,0,52.3,65.7,79.1
Location 2,-109.089,33.362,6581,5/5/20,0,51.7,66,80.2
Location 2,-109.089,33.362,6581,5/6/20,0,55.9,68.7,81.5
Location 2,-109.089,33.362,6581,5/7/20,0,56,70,83.9
Location 2,-109.089,33.362,6581,5/8/20,0,57.8,70.8,83.9
Location 2,-109.089,33.362,6581,5/9/20,0,52.5,65.8,79
Location 2,-109.089,33.362,6581,5/10/20,0,53.1,66.1,79.1
Location 2,-109.089,33.362,6581,5/11/20,0.08,51.6,62.8,74
Location 2,-109.089,33.362,6581,5/12/20,0,51.7,63.5,75.3
Location 2,-109.089,33.362,6581,5/13/20,0,51.5,62.9,74.3
Location 2,-109.089,33.362,6581,5/14/20,0,48.6,60.6,72.7
Location 2,-109.089,33.362,6581,5/15/20,0,47.9,59.7,71.4
Location 2,-109.089,33.362,6581,5/16/20,0,48.8,62.6,76.4
Location 2,-109.089,33.362,6581,5/17/20,0,52.7,66.5,80.3
Location 2,-109.089,33.362,6581,5/18/20,0,55.1,68.4,81.6
Location 2,-109.089,33.362,6581,5/19/20,0,53.9,68.4,82.8
Location 2,-109.089,33.362,6581,5/20/20,0,50.4,64,77.7
Location 2,-109.089,33.362,6581,5/21/20,0,44.4,57.6,70.9
Location 2,-109.089,33.362,6581,5/22/20,0,44.9,58.9,73
Location 2,-109.089,33.362,6581,5/23/20,0,47.8,61.6,75.3
Location 2,-109.089,33.362,6581,5/24/20,0,50.1,62.4,74.6
Location 2,-109.089,33.362,6581,5/25/20,0,48.4,61,73.6
Location 2,-109.089,33.362,6581,5/26/20,0,48.3,61.6,75
Location 2,-109.089,33.362,6581,5/27/20,0,52.2,66.3,80.4
Location 2,-109.089,33.362,6581,5/28/20,0,59.8,73.6,87.5
Location 2,-109.089,33.362,6581,5/29/20,0,62.6,75.3,88
Location 2,-109.089,33.362,6581,5/30/20,0.02,62.6,74.5,86.4
Location 2,-109.089,33.362,6581,5/31/20,0,63.4,75,86.6
Location 2,-109.089,33.362,6581,6/1/20,0,59.9,73,86.2
Location 2,-109.089,33.362,6581,6/2/20,0,60.6,72.4,84.3
Location 2,-109.089,33.362,6581,6/3/20,0.04,58.3,71.3,84.3
Location 2,-109.089,33.362,6581,6/4/20,0,60,74.5,89
Location 2,-109.089,33.362,6581,6/5/20,0,64.5,77.6,90.8
Location 2,-109.089,33.362,6581,6/6/20,0.03,62.7,77.6,92.6
Location 2,-109.089,33.362,6581,6/7/20,0,53.7,68,82.4
Location 2,-109.089,33.362,6581,6/8/20,0,53.5,66.1,78.6
Location 2,-109.089,33.362,6581,6/9/20,0,43.7,58.8,73.8
Location 2,-109.089,33.362,6581,6/10/20,0,43,59.7,76.4
Location 2,-109.089,33.362,6581,6/11/20,0,52.4,68.2,83.9
Location 2,-109.089,33.362,6581,6/12/20,0,60.4,74.1,87.9
Location 2,-109.089,33.362,6581,6/13/20,0,59.6,73,86.5
Location 2,-109.089,33.362,6581,6/14/20,0,60,72.2,84.5
Location 2,-109.089,33.362,6581,6/15/20,0,58.1,71.1,84.1
Location 2,-109.089,33.362,6581,6/16/20,0.05,57.1,71.8,86.6
Location 2,-109.089,33.362,6581,6/17/20,0,57.8,70.9,84.1
Location 2,-109.089,33.362,6581,6/18/20,0,57.8,70.9,84
Location 2,-109.089,33.362,6581,6/19/20,0,55,69.3,83.6
Location 2,-109.089,33.362,6581,6/20/20,0,55,69.5,84
Location 2,-109.089,33.362,6581,6/21/20,0,56.8,72.1,87.4
Location 2,-109.089,33.362,6581,6/22/20,0,60.6,75,89.3
Location 2,-109.089,33.362,6581,6/23/20,0,62.6,76.9,91.2
Location 2,-109.089,33.362,6581,6/24/20,0,68.1,80.3,92.5
Location 2,-109.089,33.362,6581,6/25/20,0,62.3,77,91.8
Location 2,-109.089,33.362,6581,6/26/20,0,63.2,77.1,91
Location 2,-109.089,33.362,6581,6/27/20,0,62.1,75,87.8
Location 2,-109.089,33.362,6581,6/28/20,0,58.5,72.6,86.6
Location 2,-109.089,33.362,6581,6/29/20,0,59.2,70.2,81.2
Location 2,-109.089,33.362,6581,6/30/20,0,55.7,68.1,80.5
Location 2,-109.089,33.362,6581,7/1/20,0,57,68.2,79.4
Location 2,-109.089,33.362,6581,7/2/20,0,58.1,71,83.8
Location 2,-109.089,33.362,6581,7/3/20,0,61.7,71.1,80.6
Location 2,-109.089,33.362,6581,7/4/20,0,62.1,75.2,88.3
Location 2,-109.089,33.362,6581,7/5/20,0,62.4,76.8,91.3
Location 2,-109.089,33.362,6581,7/6/20,0,68.3,80.2,92.2
Location 2,-109.089,33.362,6581,7/7/20,0,65.3,78.9,92.6
Location 2,-109.089,33.362,6581,7/8/20,0,65.8,79.3,92.7
Location 2,-109.089,33.362,6581,7/9/20,0,66.5,79.1,91.8
Location 2,-109.089,33.362,6581,7/10/20,0,67.9,80.4,92.9
Location 2,-109.089,33.362,6581,7/11/20,0.1,68.3,82,95.7
Location 2,-109.089,33.362,6581,7/12/20,0,69.6,82.7,95.9
Location 2,-109.089,33.362,6581,7/13/20,0,66.5,80.5,94.5
Location 2,-109.089,33.362,6581,7/14/20,0.01,67.8,80.1,92.4
Location 2,-109.089,33.362,6581,7/15/20,0,66.1,77.7,89.3
Location 2,-109.089,33.362,6581,7/16/20,0,62.2,73.6,85.1
Location 2,-109.089,33.362,6581,7/17/20,0.31,59.2,73.3,87.3
Location 2,-109.089,33.362,6581,7/18/20,0.04,59.6,71.5,83.3
Location 2,-109.089,33.362,6581,7/19/20,0.05,63.5,76.1,88.7
Location 2,-109.089,33.362,6581,7/20/20,0.02,62.9,75.7,88.5
Location 2,-109.089,33.362,6581,7/21/20,0,66.7,78.7,90.7
Location 2,-109.089,33.362,6581,7/22/20,0.2,60.6,74,87.4
Location 2,-109.089,33.362,6581,7/23/20,0.08,60.6,68.1,75.7
Location 2,-109.089,33.362,6581,7/24/20,0.09,59.8,66.9,74
Location 2,-109.089,33.362,6581,7/25/20,0.96,59.5,64.3,69.1
Location 2,-109.089,33.362,6581,7/26/20,0.28,59.4,66.3,73.2
Location 2,-109.089,33.362,6581,7/27/20,0.07,60,70,80.1
Location 2,-109.089,33.362,6581,7/28/20,0.27,63.5,71.4,79.2
Location 2,-109.089,33.362,6581,7/29/20,0.21,65,74,83.1
Location 2,-109.089,33.362,6581,7/30/20,0,64,77.9,91.7
Location 2,-109.089,33.362,6581,7/31/20,0,65.8,80.3,94.8
Location 2,-109.089,33.362,6581,8/1/20,0,68.5,81.5,94.4
Location 2,-109.089,33.362,6581,8/2/20,0.15,62.1,75.2,88.3
Location 2,-109.089,33.362,6581,8/3/20,0.12,61.8,74.1,86.4
Location 2,-109.089,33.362,6581,8/4/20,0,64.6,77,89.3
Location 2,-109.089,33.362,6581,8/5/20,0,67.2,78.4,89.6
Location 2,-109.089,33.362,6581,8/6/20,0,67.4,75.8,84.3
Location 2,-109.089,33.362,6581,8/7/20,0,64.2,76,87.7
Location 2,-109.089,33.362,6581,8/8/20,0.02,64.1,73.2,82.2
Location 2,-109.089,33.362,6581,8/9/20,0.09,64.1,75,85.9
Location 2,-109.089,33.362,6581,8/10/20,0,65,75.9,86.8
Location 2,-109.089,33.362,6581,8/11/20,0,68.2,79.6,91
Location 2,-109.089,33.362,6581,8/12/20,0,69.4,79.8,90.2
Location 2,-109.089,33.362,6581,8/13/20,0.04,64.9,76.7,88.5
Location 2,-109.089,33.362,6581,8/14/20,0,66.1,79.3,92.5
Location 2,-109.089,33.362,6581,8/15/20,0,69.7,81.6,93.5
Location 2,-109.089,33.362,6581,8/16/20,0,67.9,81.7,95.4
Location 2,-109.089,33.362,6581,8/17/20,0.22,64.9,78,91
Location 2,-109.089,33.362,6581,8/18/20,0.05,65.5,77,88.6
Location 2,-109.089,33.362,6581,8/19/20,0.1,63,76.1,89.2
Location 2,-109.089,33.362,6581,8/20/20,0.06,65.9,78.3,90.8
Location 2,-109.089,33.362,6581,8/21/20,0.05,66.8,80.3,93.7
Location 2,-109.089,33.362,6581,8/22/20,0,66.3,79.2,92.1
Location 2,-109.089,33.362,6581,8/23/20,0.23,64.1,78.2,92.3
Location 2,-109.089,33.362,6581,8/24/20,0.09,63.8,76.9,90.1
Location 2,-109.089,33.362,6581,8/25/20,0.02,63.9,77,90.1
Location 2,-109.089,33.362,6581,8/26/20,0.02,64.9,76,87
Location 2,-109.089,33.362,6581,8/27/20,0.04,65.9,76.6,87.2
Location 2,-109.089,33.362,6581,8/28/20,0,66.3,77.4,88.5
Location 2,-109.089,33.362,6581,8/29/20,0.02,67.5,77.9,88.4
Location 2,-109.089,33.362,6581,8/30/20,0.12,59.8,74.1,88.4
Location 2,-109.089,33.362,6581,8/31/20,0.03,60.6,72,83.3
Location 2,-109.089,33.362,6581,9/1/20,0,56.8,69.8,82.8
Location 2,-109.089,33.362,6581,9/2/20,0.11,52.7,64.5,76.3
Location 2,-109.089,33.362,6581,9/3/20,0.01,50.1,67.9,85.7
Location 2,-109.089,33.362,6581,9/4/20,0,54.2,72.6,90.9
Location 2,-109.089,33.362,6581,9/5/20,0,57.2,74.3,91.4
Location 2,-109.089,33.362,6581,9/6/20,0.06,56.7,73.6,90.5
Location 2,-109.089,33.362,6581,9/7/20,0,54.2,73.1,92
Location 2,-109.089,33.362,6581,9/8/20,0,58.5,75.9,93.4
Location 2,-109.089,33.362,6581,9/9/20,0.2,49.7,64.6,79.4
Location 2,-109.089,33.362,6581,9/10/20,0,46.2,57.2,68.2
Location 2,-109.089,33.362,6581,9/11/20,0,41.1,55.2,69.3
Location 2,-109.089,33.362,6581,9/12/20,0,44,57.9,71.9
Location 2,-109.089,33.362,6581,9/13/20,0,45.2,61.1,76.9
Location 2,-109.089,33.362,6581,9/14/20,0,47.2,62.4,77.6
Location 2,-109.089,33.362,6581,9/15/20,0,46.3,62,77.7
Location 2,-109.089,33.362,6581,9/16/20,0,46.7,63.2,79.7
Location 2,-109.089,33.362,6581,9/17/20,0,49.8,66.9,84
Location 2,-109.089,33.362,6581,9/18/20,0,49.7,66.2,82.7
Location 2,-109.089,33.362,6581,9/19/20,0,48.4,64.6,80.8
Location 2,-109.089,33.362,6581,9/20/20,0,48.4,63.6,78.8
Location 2,-109.089,33.362,6581,9/21/20,0,48.4,65.4,82.3
Location 2,-109.089,33.362,6581,9/22/20,0,51.4,66.6,81.9
Location 2,-109.089,33.362,6581,9/23/20,0,51.2,66.1,81
Location 2,-109.089,33.362,6581,9/24/20,0,52.3,67.2,82.1
Location 2,-109.089,33.362,6581,9/25/20,0,51.1,68.5,85.9
Location 2,-109.089,33.362,6581,9/26/20,0,53.3,69.9,86.5
Location 2,-109.089,33.362,6581,9/27/20,0,52.1,68.7,85.4
Location 2,-109.089,33.362,6581,9/28/20,0,51.8,67.5,83.1
Location 2,-109.089,33.362,6581,9/29/20,0,42.7,59.7,76.7
Location 2,-109.089,33.362,6581,9/30/20,0,39.6,59.5,79.5
Location 2,-109.089,33.362,6581,10/1/20,0,49.1,66.8,84.6
Location 2,-109.089,33.362,6581,10/2/20,0,52.8,68.4,84
Location 2,-109.089,33.362,6581,10/3/20,0,51.4,67.4,83.5
Location 2,-109.089,33.362,6581,10/4/20,0,52.6,68.2,83.8
Location 2,-109.089,33.362,6581,10/5/20,0,52.3,67.5,82.6
Location 2,-109.089,33.362,6581,10/6/20,0,53.1,68.2,83.3
Location 2,-109.089,33.362,6581,10/7/20,0,52.1,67.9,83.7
Location 2,-109.089,33.362,6581,10/8/20,0,54.2,68.9,83.6
Location 2,-109.089,33.362,6581,10/9/20,0,53.2,67.6,81.9
Location 2,-109.089,33.362,6581,10/10/20,0,51,65,79
Location 2,-109.089,33.362,6581,10/11/20,0,47.5,62.3,77
Location 2,-109.089,33.362,6581,10/12/20,0,47.6,61.4,75.2
Location 2,-109.089,33.362,6581,10/13/20,0,48.1,63.7,79.3
Location 2,-109.089,33.362,6581,10/14/20,0,52.1,67.3,82.5
Location 2,-109.089,33.362,6581,10/15/20,0,52.2,67.6,83.1
Location 2,-109.089,33.362,6581,10/16/20,0,51.8,67.4,82.9
Location 2,-109.089,33.362,6581,10/17/20,0,50.6,65.1,79.7
Location 2,-109.089,33.362,6581,10/18/20,0,49.7,65.1,80.5
Location 2,-109.089,33.362,6581,10/19/20,0,49.3,64.5,79.7
Location 2,-109.089,33.362,6581,10/20/20,0,50.3,65.2,80
Location 2,-109.089,33.362,6581,10/21/20,0,50.2,65.1,80.1
Location 2,-109.089,33.362,6581,10/22/20,0,49.3,63.7,78.1
Location 2,-109.089,33.362,6581,10/23/20,0,48.1,61.3,74.6
Location 2,-109.089,33.362,6581,10/24/20,0,46.9,60.6,74.3
Location 2,-109.089,33.362,6581,10/25/20,0,49.1,61.1,73.2
Location 2,-109.089,33.362,6581,10/26/20,0,47.7,58.3,68.9
Location 2,-109.089,33.362,6581,10/27/20,0.41,25.2,37.8,50.5
Location 2,-109.089,33.362,6581,10/28/20,0.17,20.7,27.7,34.7
Location 2,-109.089,33.362,6581,10/29/20,0,21.5,36.4,51.3
Location 2,-109.089,33.362,6581,10/30/20,0,35.2,48.8,62.5
Location 2,-109.089,33.362,6581,10/31/20,0.05,38.4,53,67.6
Location 2,-109.089,33.362,6581,11/1/20,0.01,47,60.3,73.6
Location 2,-109.089,33.362,6581,11/2/20,0,46.6,57.6,68.7
Location 2,-109.089,33.362,6581,11/3/20,0,44.9,57.8,70.6
Location 2,-109.089,33.362,6581,11/4/20,0,45,59.3,73.7
Location 2,-109.089,33.362,6581,11/5/20,0,52.3,63.6,75
Location 2,-109.089,33.362,6581,11/6/20,0,51.2,62.5,73.8
Location 2,-109.089,33.362,6581,11/7/20,0,53.4,61.3,69.2
Location 2,-109.089,33.362,6581,11/8/20,0.73,38.1,48.8,59.5
Location 2,-109.089,33.362,6581,11/9/20,0,35.1,44.2,53.3
Location 2,-109.089,33.362,6581,11/10/20,0.01,22.2,30,37.7
Location 2,-109.089,33.362,6581,11/11/20,0,21.9,35.7,49.5
Location 2,-109.089,33.362,6581,11/12/20,0,32,44.2,56.4
Location 2,-109.089,33.362,6581,11/13/20,0,37.5,47.2,56.9
Location 2,-109.089,33.362,6581,11/14/20,0,38.5,48.4,58.2
Location 2,-109.089,33.362,6581,11/15/20,0,37.3,48.2,59.1
Location 2,-109.089,33.362,6581,11/16/20,0,38.7,52.6,66.5
Location 2,-109.089,33.362,6581,11/17/20,0,44.9,57.9,70.9
Location 2,-109.089,33.362,6581,11/18/20,0,46.6,58,69.5
Location 2,-109.089,33.362,6581,11/19/20,0,50.3,61.3,72.3
Location 2,-109.089,33.362,6581,11/20/20,0,48.4,59.7,71.1
Location 2,-109.089,33.362,6581,11/21/20,0,47.6,58.7,69.7
Location 2,-109.089,33.362,6581,11/22/20,0,47.5,58.2,69
Location 2,-109.089,33.362,6581,11/23/20,0,45.1,55.9,66.8
Location 2,-109.089,33.362,6581,11/24/20,0,41.6,52.1,62.7
Location 2,-109.089,33.362,6581,11/25/20,0,29.7,40.5,51.4
Location 2,-109.089,33.362,6581,11/26/20,0,29.1,42.5,56
Location 2,-109.089,33.362,6581,11/27/20,0,32.8,44,55.2
Location 2,-109.089,33.362,6581,11/28/20,0.01,27.9,34.5,41.1
Location 2,-109.089,33.362,6581,11/29/20,0,27.3,39.8,52.2
Location 2,-109.089,33.362,6581,11/30/20,0,32.6,45.1,57.6
Location 2,-109.089,33.362,6581,12/1/20,0,25.7,36.9,48
Location 2,-109.089,33.362,6581,12/2/20,0,28.3,42.4,56.4
Location 2,-109.089,33.362,6581,12/3/20,0,22.7,33.3,43.9
Location 2,-109.089,33.362,6581,12/4/20,0,21.5,32.2,43
Location 2,-109.089,33.362,6581,12/5/20,0,27.2,39.1,51.1
Location 2,-109.089,33.362,6581,12/6/20,0,31.4,42.6,53.8
Location 2,-109.089,33.362,6581,12/7/20,0,34.2,47.1,60
Location 2,-109.089,33.362,6581,12/8/20,0,33.5,45.5,57.6
Location 2,-109.089,33.362,6581,12/9/20,0,33.8,45.9,58.1
Location 2,-109.089,33.362,6581,12/10/20,0.07,36.5,49.2,61.9
Location 2,-109.089,33.362,6581,12/11/20,0.57,34.9,39.3,43.6
Location 2,-109.089,33.362,6581,12/12/20,0,28.4,36.7,45.1
Location 2,-109.089,33.362,6581,12/13/20,0,20.9,33.7,46.5
Location 2,-109.089,33.362,6581,12/14/20,0,18.9,30.4,41.9
Location 2,-109.089,33.362,6581,12/15/20,0,24.9,34.1,43.3
Location 2,-109.089,33.362,6581,12/16/20,0,21.3,29.8,38.3
Location 2,-109.089,33.362,6581,12/17/20,0,23.9,38.2,52.6
Location 2,-109.089,33.362,6581,12/18/20,0,30.9,40.7,50.4
Location 2,-109.089,33.362,6581,12/19/20,0,27.1,37.3,47.6
Location 2,-109.089,33.362,6581,12/20/20,0,26.2,39.6,52.9
Location 2,-109.089,33.362,6581,12/21/20,0,33.9,46.3,58.7
Location 2,-109.089,33.362,6581,12/22/20,0,34.6,47.2,59.8
Location 2,-109.089,33.362,6581,12/23/20,0,34.5,44.6,54.8
Location 2,-109.089,33.362,6581,12/24/20,0,20,32.1,44.3
Location 2,-109.089,33.362,6581,12/25/20,0,21,32.2,43.3
Location 2,-109.089,33.362,6581,12/26/20,0,28.1,39.6,51.1
Location 2,-109.089,33.362,6581,12/27/20,0,32.6,45.6,58.6
Location 2,-109.089,33.362,6581,12/28/20,0,35.6,45.6,55.6
Location 2,-109.089,33.362,6581,12/29/20,0,33.4,44.3,55.2
Location 2,-109.089,33.362,6581,12/30/20,0,23.9,32.3,40.6
Location 2,-109.089,33.362,6581,12/31/20,0,19.8,30.7,41.5
,,,,,,,,
Location 3,-112.020,33.841,2260,1/1/20,0,39.5,48.1,56.7
Location 3,-112.020,33.841,2260,1/2/20,0,37.2,46.4,55.5
Location 3,-112.020,33.841,2260,1/3/20,0,39,49.4,59.7
Location 3,-112.020,33.841,2260,1/4/20,0,38.9,50.3,61.7
Location 3,-112.020,33.841,2260,1/5/20,0,40.3,52.8,65.2
Location 3,-112.020,33.841,2260,1/6/20,0,40.5,53.7,66.9
Location 3,-112.020,33.841,2260,1/7/20,0,41.8,54.2,66.6
Location 3,-112.020,33.841,2260,1/8/20,0,42,55.6,69.2
Location 3,-112.020,33.841,2260,1/9/20,0,39.7,50.9,62
Location 3,-112.020,33.841,2260,1/10/20,0,42.2,49.8,57.5
Location 3,-112.020,33.841,2260,1/11/20,0,37.7,48.1,58.5
Location 3,-112.020,33.841,2260,1/12/20,0,36.4,46.3,56.2
Location 3,-112.020,33.841,2260,1/13/20,0,36.9,48.4,59.8
Location 3,-112.020,33.841,2260,1/14/20,0,37.7,50.3,62.9
Location 3,-112.020,33.841,2260,1/15/20,0,39.5,52.5,65.4
Location 3,-112.020,33.841,2260,1/16/20,0,43.3,54.2,65.2
Location 3,-112.020,33.841,2260,1/17/20,0,45.5,54.2,62.9
Location 3,-112.020,33.841,2260,1/18/20,0,41.9,51.4,61
Location 3,-112.020,33.841,2260,1/19/20,0,41.8,54.8,67.9
Location 3,-112.020,33.841,2260,1/20/20,0,46.6,59.4,72.2
Location 3,-112.020,33.841,2260,1/21/20,0.02,54,61.5,69
Location 3,-112.020,33.841,2260,1/22/20,0.06,49.9,51.7,53.5
Location 3,-112.020,33.841,2260,1/23/20,0,44.8,53.3,61.7
Location 3,-112.020,33.841,2260,1/24/20,0,45.2,56.5,67.8
Location 3,-112.020,33.841,2260,1/25/20,0,44.7,56.6,68.5
